http://dbpedia.org/resource/Nat_King_Cole	43797 47349 133564 58366 25941 45023 43780 43798 33521 38106 50464 45638 60372 43796 50377 62508 43830 60566 33360 60301 57470 31471 60406 111 47140 45153 55970 28367 44767 43737 47135 45640 45152 47401 26325 44941 43763 44950 43823 47234 45015 47197 60361 42448 44756 44980 30896 26799 43869 44973 44908 59723 44846 59829 25026 44999 43792 47296
http://dbpedia.org/resource/Pope_John_Paul_II	133564 111
http://dbpedia.org/resource/Artur_Jorge_(footballer)	133566
http://dbpedia.org/resource/Philippe_Leclerc_de_Hauteclocque	133564 111
http://dbpedia.org/resource/Diego_Simeone	133566
http://dbpedia.org/resource/Samuel_Okunowo	133566
http://dbpedia.org/resource/Mary_Pickford	133564 111
http://dbpedia.org/resource/Wynton_Rufer	133566
http://dbpedia.org/resource/Sandu_Tudor	133564 111
http://dbpedia.org/resource/Anders_Limpar	133566
http://dbpedia.org/resource/Stan_Yerkes	133564 111
http://dbpedia.org/resource/Peter_Barnes_(footballer)	133566
http://dbpedia.org/resource/Deke_Slayton	133564 112 111
http://dbpedia.org/resource/Daniel_Fernandes_(footballer)	133566
http://dbpedia.org/resource/Abraham_Lincoln	111
http://dbpedia.org/resource/Sam_Houston	133564 111
http://dbpedia.org/resource/Jorge_Campos	133566
http://dbpedia.org/resource/Henrik_Larsson	133566
http://dbpedia.org/resource/Richard_Nixon	133564 33360 111 45640 45152 26325 44950 42448
http://dbpedia.org/resource/Samuel_Hoare,_1st_Viscount_Templewood	43797 47349 133564 58366 25941 43780 43798 33521 38106 50464 45638 50377 62508 43830 33360 60301 57470 31471 47369 111 47140 45153 55970 28367 44767 43737 43793 47135 45152 47401 26325 44941 43763 44950 43823 45015 47197 60361 42448 44980 26799 43869 44908 44846 25026 44999 43792
http://dbpedia.org/resource/George_Santayana	133564 111
http://dbpedia.org/resource/Jerry_Falwell	43797 47349 133564 58366 25941 45023 43780 43798 33521 38106 50464 45638 60372 43796 50377 62508 43830 60566 33360 60301 57470 31471 60406 111 47140 45153 55970 28367 44767 43737 47135 45640 45152 47401 26325 44941 43763 44950 43823 47234 45015 47197 60361 42448 44756 44980 30896 26799 43869 44973 44908 59723 44846 59829 25026 44999 43792 47296
http://dbpedia.org/resource/Ronald_Reagan	133564 33521 111 45153 26799
http://dbpedia.org/resource/Javier_Mascherano	133566
http://dbpedia.org/resource/Dixie_Walker	133564 111
http://dbpedia.org/resource/Mahamadou_Diarra	133566
http://dbpedia.org/resource/Benny_Feilhaber	133566
http://dbpedia.org/resource/Hugo_Maradona	133566
http://dbpedia.org/resource/Nell_Carter	133564 111
http://dbpedia.org/resource/Ray_Charles	133564 111
http://dbpedia.org/resource/Luiz_Felipe_Scolari	133566
http://dbpedia.org/resource/Sakis_Rouvas	112
http://dbpedia.org/resource/Joel_Campbell	133566
http://dbpedia.org/resource/Tomer_Chencinski	133566
http://dbpedia.org/resource/Martin_Luther	111
http://dbpedia.org/resource/Daniel_Passarella	133566
http://dbpedia.org/resource/Mo_Johnston	133566
http://dbpedia.org/resource/Johan_Cruyff	133566
http://dbpedia.org/resource/Terry_Venables	133566
http://dbpedia.org/resource/John_Coltrane	133564 111
http://dbpedia.org/resource/Frankie_Hejduk	133566
http://dbpedia.org/resource/Henry_Clay	133564 111
http://dbpedia.org/resource/Henry_H._Arnold	133564 111
http://dbpedia.org/resource/Zinedine_Zidane	133566
http://dbpedia.org/resource/Frederick_Douglass	133564 111
http://dbpedia.org/resource/Carlos_Carvalhal	133566
http://dbpedia.org/resource/Bill_Maher	112
http://dbpedia.org/resource/River_Phoenix	133564 33521 111 45153 26799
http://dbpedia.org/resource/Sergiu_Dan	112
http://dbpedia.org/resource/Marvin_Gaye	133564 33521 111 45153 26799
http://dbpedia.org/resource/Andrew_Cunningham,_1st_Viscount_Cunningham_of_Hyndhope	133564 33521 38106 62508 33360 111 45153 45152 26325 44950 47197 42448 26799
http://dbpedia.org/resource/John_Montgomery_Ward	133564 111
http://dbpedia.org/resource/Mark_Cooper_(footballer,_born_1968)	133566
http://dbpedia.org/resource/Gabriel_Cichero	133566
http://dbpedia.org/resource/Paul_Bowles	133564 111 43823
http://dbpedia.org/resource/Hugo_Almeida	133566
http://dbpedia.org/resource/Fred_Astaire	133564 33521 111 45153 26799
