Bill Hicks;http://dbpedia.org/resource/Valdosta,_Georgia
Elena Bacaloglu;http://dbpedia.org/resource/Bucharest
Bruno Alves;http://dbpedia.org/resource/Póvoa_de_Varzim
Philippe Troussier;http://dbpedia.org/resource/Paris
Daniel McBreen;http://dbpedia.org/resource/Burnley
Cristian Portilla;http://dbpedia.org/resource/Santander,_Spain
Malcolm X;http://dbpedia.org/resource/Omaha,_Nebraska
Andrew Cunningham, 1st Viscount Cunningham of Hyndhope;http://dbpedia.org/resource/Dublin
Willem Oltmans;http://dbpedia.org/resource/Huizen
Carlos Alberto Torres;http://dbpedia.org/resource/Rio_de_Janeiro
David Kemp;http://dbpedia.org/resource/Harrow,_London
Alexandros Tziolis;http://dbpedia.org/resource/Katerini
Ursula K. Le Guin;http://dbpedia.org/resource/Berkeley,_California
Mary Pickford;http://dbpedia.org/resource/Toronto
Samuel Hoare, 1st Viscount Templewood;http://dbpedia.org/resource/London
Audrey Hepburn;http://dbpedia.org/resource/Ixelles
Davide Xausa;http://dbpedia.org/resource/Vancouver
Elano;http://dbpedia.org/resource/Iracemápolis
John William Strutt, 3rd Baron Rayleigh;http://dbpedia.org/resource/Maldon,_Essex
Geoff Aunger;http://dbpedia.org/resource/Red_Deer,_Alberta
Carlos Navarro Montoya;http://dbpedia.org/resource/Medellín
Luciano Figueroa;http://dbpedia.org/resource/Santa_Fe,_Argentina
